Line in Master,Company,Industry,Code,Metrics,Reported,Quantitative,MonetaryLoss
502.0,Macy's Inc,"APPAREL, ACCESSORIES & FOOTWEAR",CG-AA-440a.3,"(1) List of priority raw materials; for each priority raw material: (2) environmental and/or social factor (s) most likely to threaten sourcing, (3) discussion on business risks and/or opportunities associated with environmental and/or social factors, and (4) management strategy for addressing business risks and opportunities",0,0.0,
502.0,Macy's Inc,"APPAREL, ACCESSORIES & FOOTWEAR",CG-AA-440a.4,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental and/or social standard, by standard",0,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) particulate matter (PM10), (4) H2S, and (5) volatile organic compounds (VOCs)",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-120a.2,Number of refineries in or near areas of dense population,1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-140a.1,"(1) Total fresh water withdrawn, (2) percentage recycled, (3) percentage in regions with High or Extremely High Baseline Water Stress",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-140a.2,"Number of incidents of non-compliance associated with water quality permits, standards, and regulations",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-150a.1,"Amount of hazardous waste generated, percentage recycled",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-150a.2,"(1) Number of underground storage tanks (USTs), (2) number of UST releases requiring cleanup, and (3) percentage in states with UST financial assurance funds",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, and (3) near miss frequency rate (NMFR) for (a) full-time employees and (b) contract employees",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-320a.2,Discussion of management systems used to integrate a culture of safety,1,0.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-410a.1,"Percentage of Renewable Volume Obligation (RVO) met through: (1) production of renewable fuels, (2) purchase of “separated” renewable identification numbers (RIN)",0,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-410a.2,Total addressable market and share of market for advanced biofuels and associated infrastructure,1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-520a.1,Total amount of monetary losses as a result of legal proceedings associated with price fixing or price manipulation,1,1.0,1.0
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,0,0.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-540a.1,Process Safety Event (PSE) rates for Loss of Primary Containment (LOPC) of greater consequence (Tier 1) and lesser consequence (Tier 2),1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-540a.2,Challenges to Safety Systems indicator rate (Tier 3),1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – REFINING & MARKETING,EM-RM-540a.3,Discussion of measurement of Operating Discipline and Management System Performance through Tier 4 Indicators,0,0.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-110a.1,"Gross global Scope 1 emissions, percentage methane, percentage covered under emissions-limiting regulations",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",1,0.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) volatile organic compounds (VOCs), and (4) particulate matter (PM10)",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-160a.1,Description of environmental management policies and practices for active operations,0,0.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-160a.2,"Percentage of land owned, leased, and/or operated within areas of protected conservation status or endangered species habitat",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-160a.3,"Terrestrial acreage disturbed, percentage of impacted area restored",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-160a.4,"Number and aggregate volume of hydrocarbon spills, volume in Arctic, volume in Unusually Sensitive Areas (USAs), and volume recovered",1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-520a.1,Total amount of monetary losses as a result of legal proceedings associated with federal pipeline and storage regulations,0,1.0,1.0
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-540a.1,"Number of reportable pipeline incidents, percentage significant",0,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-540a.2,Percentage of (1) natural gas and (2) hazardous liquid pipelines inspected,1,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-540a.3,Number of (1) accident releases and (2) non-accident releases (NARs) from rail transportation,0,1.0,
507.0,Marathon Petroleum Corp,OIL & GAS – MIDSTREAM,EM-MD-540a.4,Discussion of management systems used to integrate a culture of safety and emergency preparedness throughout the value chain and throughout project lifecycles,1,0.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",1,1.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-140a.1,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-160a.1,Number of lodging facilities located in or near areas of protected conservation status or endangered species habitat,0,1.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-160a.2,Description of environmental management policies and practices to preserve ecosystem services,1,0.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-310a.1,(1) Voluntary and (2) involuntary turnover rate for lodging facility employees,1,1.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-310a.2,Total amount of monetary losses as a result of legal proceedings associated with labor law violations,0,1.0,1.0
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-310a.3,"(1) Average hourly wage and (2) percentage of lodging facility employees earning minimum wage, by region",0,1.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-310a.4,Description of policies and programs to prevent worker harassment,1,0.0,
509.0,Marriott International Inc/MD,HOTELS & LODGING,SV-HL-450a.1,Number of lodging facilities located in 100-year flood zones,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.1,"Gross global Scope 1 emissions, percentage methane, percentage covered under emissions-limiting regulations",1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.2,"Amount of gross global Scope 1 emissions from: (1) flared hydrocarbons, (2) other combustion, (3) process emissions, (4) other vented emissions, and (5) fugitive emissions",1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-110a.3,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) volatile organic compounds (VOCs), and (4) particulate matter (PM10)",0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.2,"Volume of produced water and flowback generated; percentage (1) discharged, (2) injected, (3) recycled; hydrocarbon content in discharged water",1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.3,Percentage of hydraulically fractured wells for which there is public disclosure of all fracturing fluid chemicals used,1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-140a.4,Percentage of hydraulic fracturing sites where ground or surface water quality deteriorated compared to a baseline,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.1,Description of environmental management policies and practices for active sites,0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.2,"Number and aggregate volume of hydrocarbon spills, volume in Arctic, volume impacting shorelines with ESI rankings 8-10, and volume recovered",1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-160a.3,Percentage of (1) proved and (2) probable reserves in or near sites with protected conservation status or endangered species habitat,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.1,Percentage of (1) proved and (2) probable reserves in or near areas of conflict,1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.2,Percentage of (1) proved and (2) probable reserves in or near indigenous land,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210a.3,"Discussion of engagement processes and due diligence practices with respect to human rights, indigenous rights, and operation in areas of conflict",0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210b.1,Discussion of process to manage risks and opportunities associated with community rights and interests,0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-210b.2,Number and duration of non-technical delays,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-320a.1,"(1) Total recordable incident rate (TRIR), (2) fatality rate, (3) near miss frequency rate (NMFR), and (4) average hours of health, safety, and emergency response training for (a) full-time employees, (b) contract employees, and (c) short-service employees",1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-320a.2,Discussion of management systems used to integrate a culture of safety throughout the exploration and production lifecycle,0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.1,Sensitivity of hydrocarbon reserve levels to future price projection scenarios that account for a price on carbon emissions,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.2,Estimated carbon dioxide emissions embedded in proved hydrocarbon reserves,0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.3,"Amount invested in renewable energy, revenue generated by renewable energy sales",0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-420a.4,"Discussion of how price and demand for hydrocarbons and/or climate regulation influence the capital expenditure strategy for exploration, acquisition, and development of assets",0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-510a.1,Percentage of (1) proved and (2) probable reserves in countries that have the 20 lowest rankings in Transparency International’s Corruption Perception Index,1,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-510a.2,Description of the management system for prevention of corruption and bribery throughout the value chain,0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-530a.1,Discussion of corporate positions related to government regulations and/or policy proposals that address environmental and social factors affecting the industry,0,0.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-540a.1,Process Safety Event (PSE) rates for Loss of Primary Containment (LOPC) of greater consequence (Tier 1),0,1.0,
518.0,Matador Resources Co,OIL & GAS – EXPLORATION & PRODUCTION,EM-EP-540a.2,Description of management systems used to identify and mitigate catastrophic and tail-end risks,0,0.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-110a.1,"Gross global Scope 1 emissions, percentage methane, percentage covered under emissions-limiting regulations",1,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-110a.2,"Discussion of long-term and short-term strategy or plan to manage Scope 1 emissions, emissions reduction targets, and an analysis of performance against those targets",0,0.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-120a.1,"Air emissions of the following pollutants: (1) NOx (excluding N2O), (2) SOx, (3) volatile organic compounds (VOCs), and (4) particulate matter (PM10)",0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-160a.1,Description of environmental management policies and practices for active operations,0,0.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-160a.2,"Percentage of land owned, leased, and/or operated within areas of protected conservation status or endangered species habitat",0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-160a.3,"Terrestrial acreage disturbed, percentage of impacted area restored",0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-160a.4,"Number and aggregate volume of hydrocarbon spills, volume in Arctic, volume in Unusually Sensitive Areas (USAs), and volume recovered",0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-520a.1,Total amount of monetary losses as a result of legal proceedings associated with federal pipeline and storage regulations,0,1.0,1.0
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-540a.1,"Number of reportable pipeline incidents, percentage significant",0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-540a.2,Percentage of (1) natural gas and (2) hazardous liquid pipelines inspected,0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-540a.3,Number of (1) accident releases and (2) non-accident releases (NARs) from rail transportation,0,1.0,
518.0,Matador Resources Co,OIL & GAS – MIDSTREAM,EM-MD-540a.4,Discussion of management systems used to integrate a culture of safety and emergency preparedness throughout the value chain and throughout project lifecycles,1,0.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",0,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-130a.2,"(1) Total water withdrawn, (2) total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-130a.3,Discussion of the integration of environmental considerations into strategic planning for data center needs,1,0.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-220a.1,Description of policies and practices relating to behavioral advertising and user privacy,1,0.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-220a.2,Number of users whose information is used for secondary purposes,1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-220a.3,Total amount of monetary losses as a result of legal proceedings associated with user privacy,1,1.0,1.0
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-220a.4,"(1) Number of law enforcement requests for user information, (2) number of users whose information was requested, (3) percentage resulting in disclosure",0,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-220a.5,"List of countries where core products or services are subject to government-required monitoring, blocking, content filtering, or censoring",1,0.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-230a.1,"(1) Number of data breaches, (2) percentage involving personally identifiable information (PII), (3) number of users affected",1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-230a.2,"Description of approach to identifying and addressing data security risks, including use of third-party cybersecurity standards",1,0.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-330a.1,Percentage of employees that are (1) foreign nationals and (2) located offshore,1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-330a.2,Employee engagement as a percentage,1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-330a.3,"Percentage of gender and racial/ethnic group representation for (1) management, (2) technical staff, and (3) all other employees",1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-520a.1,Total amount of monetary losses as a result of legal proceedings associated with anti-competitive behavior regulations,1,1.0,1.0
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-550a.1,Number of (1) performance issues and (2) service disruptions; (3) total customer downtime,1,1.0,
521.0,Medallia Inc,SOFTWARE & IT SERVICES,TC-SI-550a.2,Description of business continuity risks related to disruptions of operations,1,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.1,"Discussion, by world region, of management process for ensuring quality and patient safety during clinical trials",0,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.2,Number of FDA Sponsor Inspections related to clinical trial management and pharmacovigilance that resulted in: (1) Voluntary Action Indicated (VAI) and (2) Official Action Indicated (OAI),1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.3,Total amount of monetary losses as a result of legal proceedings associated with clinical trials in developing countries,1,1.0,1.0
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240a.1,Description of actions and initiatives to promote access to health care products for priority diseases and in priority countries as defined by the Access to Medicine Index,1,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240a.2,List of products on the WHO List of Prequalified Medicinal Products as part of its Prequalification of Medicines Programme (PQP),0,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.1,Number of settlements of Abbreviated New Drug Application (ANDA) litigation that involved payments and/or provisions to delay bringing an authorized generic product to market for a defined time period,1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.2,Percentage change in: (1) average list price and (2) average net price across U.S. product portfolio compared to previous year,1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.3,Percentage change in: (1) list price and (2) net price of product with largest increase compared to previous year,0,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.1,List of products listed in the Food and Drug Administration’s (FDA) MedWatch Safety Alerts for Human Medical Products database,1,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.2,Number of fatalities associated with products as reported in the FDA Adverse Event Reporting System,1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.3,"Number of recalls issued, total units recalled",0,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.4,"Total amount of product accepted for take-back, reuse, or disposal",0,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.5,"Number of FDA enforcement actions taken in response to violations of current Good Manufacturing Practices (cGMP), by type",1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.1,Description of methods and technologies used to maintain traceability of products throughout the supply chain and prevent counterfeiting,0,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.2,Discussion of process for alerting customers and business partners of potential or known risks associated with counterfeit products,0,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.3,"Number of actions that led to raids, seizure, arrests, and/or filing of criminal charges related to counterfeit products",1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-270a.1,Total amount of monetary losses as a result of legal proceedings associated with false marketing claims,1,1.0,1.0
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-270a.2,Description of code of ethics governing promotion of off-label use of products,0,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-330a.1,Discussion of talent recruitment and retention efforts for scientists and research and development personnel,1,0.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-330a.2,"(1) Voluntary and (2) involuntary turnover rate for: (a) executives/senior managers, (b) mid-level managers, (c) professionals, and (d) all others",1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-430a.1,Percentage of (1) entity's facilities and (2) Tier I suppliers' facilities participating in the Rx-360 International Pharmaceutical Supply Chain Consortium audit program or equivalent third-party audit programs for integrity of supply chain and ingredients,1,1.0,
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-510a.1,Total amount of monetary losses as a result of legal proceedings associated with corruption and bribery,1,1.0,1.0
522.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-510a.2,Description of code of ethics governing interactions with health care professionals,0,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.1,"Discussion, by world region, of management process for ensuring quality and patient safety during clinical trials",0,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.2,Number of FDA Sponsor Inspections related to clinical trial management and pharmacovigilance that resulted in: (1) Voluntary Action Indicated (VAI) and (2) Official Action Indicated (OAI),1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-210a.3,Total amount of monetary losses as a result of legal proceedings associated with clinical trials in developing countries,1,1.0,1.0
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240a.1,Description of actions and initiatives to promote access to health care products for priority diseases and in priority countries as defined by the Access to Medicine Index,1,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240a.2,List of products on the WHO List of Prequalified Medicinal Products as part of its Prequalification of Medicines Programme (PQP),1,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.1,Number of settlements of Abbreviated New Drug Application (ANDA) litigation that involved payments and/or provisions to delay bringing an authorized generic product to market for a defined time period,1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.2,Percentage change in: (1) average list price and (2) average net price across U.S. product portfolio compared to previous year,1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-240b.3,Percentage change in: (1) list price and (2) net price of product with largest increase compared to previous year,1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.1,List of products listed in the Food and Drug Administration’s (FDA) MedWatch Safety Alerts for Human Medical Products database,1,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.2,Number of fatalities associated with products as reported in the FDA Adverse Event Reporting System,1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.3,"Number of recalls issued, total units recalled",1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.4,"Total amount of product accepted for take-back, reuse, or disposal",1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-250a.5,"Number of FDA enforcement actions taken in response to violations of current Good Manufacturing Practices (cGMP), by type",1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.1,Description of methods and technologies used to maintain traceability of products throughout the supply chain and prevent counterfeiting,1,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.2,Discussion of process for alerting customers and business partners of potential or known risks associated with counterfeit products,1,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-260a.3,"Number of actions that led to raids, seizure, arrests, and/or filing of criminal charges related to counterfeit products",1,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-270a.1,Total amount of monetary losses as a result of legal proceedings associated with false marketing claims,1,1.0,1.0
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-270a.2,Description of code of ethics governing promotion of off-label use of products,0,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-330a.1,Discussion of talent recruitment and retention efforts for scientists and research and development personnel,1,0.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-330a.2,"(1) Voluntary and (2) involuntary turnover rate for: (a) executives/senior managers, (b) mid-level managers, (c) professionals, and (d) all others",0,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-430a.1,Percentage of (1) entity's facilities and (2) Tier I suppliers' facilities participating in the Rx-360 International Pharmaceutical Supply Chain Consortium audit program or equivalent third-party audit programs for integrity of supply chain and ingredients,0,1.0,
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-510a.1,Total amount of monetary losses as a result of legal proceedings associated with corruption and bribery,1,1.0,1.0
523.0,Merck & Co Inc,BIOTECHNOLOGY & PHARMACEUTICALS,HC-BP-510a.2,Description of code of ethics governing interactions with health care professionals,1,0.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.1,"(1) Number and (2) percentage of covered employees with a record of investment-related investigations, consumer-initiated complaints, private civil litigations, or other regulatory proceedings",1,1.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.2,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of financial product-related information to new and returning customers,1,1.0,1.0
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-270a.3,Description of approach to informing customers about products and services,1,0.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-330a.1,"Percentage of gender and racial/ethnic group representation for (1) executive management, (2) non-executive management, (3) professionals, and (4) all other employees",1,1.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.1,"Amount of assets under management, by asset class, that employ (1) integration of environmental, social, and governance (ESG) issues, (2) sustainability themed investing, and (3) screening",1,1.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.2,"Description of approach to incorporation of environmental, social, and governance (ESG) factors in investment and/or wealth management processes and strategies",1,0.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-410a.3,Description of proxy voting and investee engagement policies and procedures,1,0.0,
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.1,"Total amount of monetary losses as a result of legal proceedings associated with fraud, insider trading, anti-trust, anti-competitive behavior, market manipulation, malpractice, or other related financial industry laws or regulations",1,1.0,1.0
527.0,MetLife Inc,ASSET MANAGEMENT & CUSTODY,FN-AC-510a.2,Description of whistleblower policies and procedures,1,0.0,
527.0,MetLife Inc,INSURANCE,FN-IN-270a.1,Total amount of monetary losses as a result of legal proceedings associated with marketing and communication of insurance product-related information to new and returning customers,1,1.0,1.0
